"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","39d382135809538fa38139aa18c02dab"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","14c51b7a2ae75b9788bcf45dc6bf2470"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","bae39c89dafc5ed98e0bc23d297a0efe"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","52c20d7ac82e53a7967631a2c9c5ade8"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","b1542055a8535240ad8d4c778bbc1363"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","d289de209ea9519da9b44895572bd141"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","b6e95d332d17599bac646d818857e94d"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","4f9fda11917b5d1bac57c74cf3487c0e"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","7ddde3ba499b5d5b9566cc36378e86b1"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","d4db2e5c909c5c2f9945f4c00e2898d2"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","8de75fe3175f5c348bf91e8a3b27ae0d"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","6cc989e9c61e5f308ed416cf63271cbf"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","016c965c846a5447944e1dadd27f5b9d"
"Vehicle.Cabin.Seat.Row3.Pos2","branch","","","false","","","","All seats.","","627ea347e73f52fca487669c19383efd"
"Vehicle.Cabin.Seat.Row3.Pos2.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","93bc83b5bb9959afa03b40d1b95ed132"
"Vehicle.Cabin.Seat.Row3.Pos2.Occupant","branch","","","false","","","","Occupant data.","","593a4ff7b6595d78b6ea5f0085ca3ff1"
"Vehicle.Cabin.Seat.Row3.Pos2.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","87789d77780955b084bb9c5ed5febfa0"
"Vehicle.Cabin.Seat.Row3.Pos2.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","8667ecdbb5ce5fea857662f483d24190"
"Vehicle.Cabin.Seat.Row3.Pos2.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","bde8a250bace548e8e57642bf8ee3e82"
"Vehicle.Cabin.Seat.Row3.Pos2.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","ffc0b8fde0c055a5b2c892146c266c41"
"Vehicle.Cabin.Seat.Row3.Pos2.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","fccbe3a495d45491b9c8f7c2fad1f00c"
"Vehicle.Cabin.Seat.Row3.Pos2.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","b0ac94bd4ca35588ab1cc44cfcd38408"
"Vehicle.Cabin.Seat.Row3.Pos2.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","5408aff91f065a3b8d241a267f3e2c4a"
"Vehicle.Cabin.Seat.Row3.Pos2.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","617ee6c1af2154dfbbbc94bac3da0eb6"
"Vehicle.Cabin.Seat.Row3.Pos2.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","37179aea909053e2a2b57187b2f49846"
"Vehicle.Cabin.Seat.Row3.Pos2.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","cd9c9441c4ad53baa72cf68b1322b961"
"Vehicle.Cabin.Seat.Row3.Pos2.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","6843a84b486f52ba941b563644e0b221"
"Vehicle.Cabin.Seat.Row3.Pos2.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","0fea0974848b5fd5b44b67d1bf79a066"
"Vehicle.Cabin.Seat.Row3.Pos2.Lumbar","branch","","","false","","","","Lumbar signals","","4135e03eab7e52c9bdbbfc7623d6596f"
"Vehicle.Cabin.Seat.Row3.Pos2.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","274663871d725688b0bf5ce8a49ceb2e"
"Vehicle.Cabin.Seat.Row3.Pos2.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","d58ee06ac8a758fb911a15e821ebf695"
"Vehicle.Cabin.Seat.Row3.Pos2.SideBolster","branch","","","false","","","","Side bolster settings","","fe4e78c1602c5728b1cff16f3e17ccef"
"Vehicle.Cabin.Seat.Row3.Pos2.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","96c9a629c345567c8e7f48381d2e8925"
"Vehicle.Cabin.Seat.Row3.Pos2.HeadRestraint","branch","","","false","","","","Head restraint settings","","9f55c1ec22105cd3a8d6e5c489da4687"
"Vehicle.Cabin.Seat.Row3.Pos2.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","d1e2c350df7e55fa81626feeaa8bd13e"
"Vehicle.Cabin.Seat.Row3.Pos2.Airbag","branch","","","false","","","","Airbag signals","","62ce7e2501975664a82d128eff12474e"
"Vehicle.Cabin.Seat.Row3.Pos2.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","591d68475ad35b65bece63753345d0f2"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch","branch","","","false","","","","Seat switch signals","","81d9c55a17b45469b79b7ddd21c40e00"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","aeeea5dc77b75ccc8542b750761fec55"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","8b0ea2a51b89507cb2515b24c4256dc0"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","adb5e184938f504e9a30f46baae71dfd"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","47daa697085252c5a5f487e19db30855"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","5b7d6798d0f15ba99df4a5493ad430c7"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","4c6bbadf57c350fa87fdb9fedba30747"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","243cdfaae02957daa9a249b835fd7870"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","7841db01ad3e5f8990235313069be349"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","2ca1a0bd12f1528990d534dbb341dc47"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","5786dbfd0b15532bad23daf528e9f9ee"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","ebcae1f8c0d8594693b1b6cf4adcd1b4"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","b37c4f7d96d45b15954838ec43f7c660"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","fbd977f9ade65d50819fb2bc17f6d0a0"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","cdfdfe674ff2519288b82440b2922d8a"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","65dc1cf2c5975708abfd90764d32070f"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","4655fe7df8a25db7bb10403b20b619ae"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","f9429b1dae005407bb1cd7741821266b"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","3e3cfde9ed9b589d885daa114567736c"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","73480eac01d8515f8d65c37c2f608bee"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","6022bc16f8335ac0979d290250a177dd"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","bc2c744b72b55bdf82c8027041d95930"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","cc25a7c0417f56558d09a5bec605f601"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","20cc028518c65b17854a9bfdcf4b94e2"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","20b844e9ec9758f18aa62c1fb7d797b3"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","a4a8e647f25852f7bb2ad249e62e3609"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","487229f206c95415a8061c40c6ae3818"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","8ce3e895bbc05962ad5e390c7c484d0d"
"Vehicle.Cabin.Seat.Row3.Pos2.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","b62cc6bad7e05a97a15e92a41644466b"
"Vehicle.Cabin.Seat.Row3.Pos3","branch","","","false","","","","All seats.","","bc2ab5356fdb5932a61102b0058214a8"
"Vehicle.Cabin.Seat.Row3.Pos3.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","550410829a435de5923455de5c45632c"
"Vehicle.Cabin.Seat.Row3.Pos3.Occupant","branch","","","false","","","","Occupant data.","","a21abc3604465511bc31e0aed9beccfa"
"Vehicle.Cabin.Seat.Row3.Pos3.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","db6e1be561a453f3add1c2c687ac2d4a"
"Vehicle.Cabin.Seat.Row3.Pos3.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","53d7e36a97eb573fa2e5e4d7a5a047a7"
"Vehicle.Cabin.Seat.Row3.Pos3.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","504f1d85bc1b587c9d625a371791d83b"
"Vehicle.Cabin.Seat.Row3.Pos3.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","61ac78ee85325844a8537bdca9bf5746"
"Vehicle.Cabin.Seat.Row3.Pos3.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","f7af6839e61f51768d54e94381374df9"
"Vehicle.Cabin.Seat.Row3.Pos3.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","045b283ffbf7575fb6195709c7612c2b"
"Vehicle.Cabin.Seat.Row3.Pos3.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","eea86c16b8135007838092af0f5d1282"
"Vehicle.Cabin.Seat.Row3.Pos3.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","1dd535f34a9159848e10570d42352763"
"Vehicle.Cabin.Seat.Row3.Pos3.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","02abd3e9a84d5991b54c388fd1f994d5"
"Vehicle.Cabin.Seat.Row3.Pos3.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","a151a81b13b1575c883f57b321421cd3"
"Vehicle.Cabin.Seat.Row3.Pos3.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","fce0b1717b785d238899169d56ef9d74"
"Vehicle.Cabin.Seat.Row3.Pos3.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","47c506eed2135abba36dc06cd2eb7a0f"
"Vehicle.Cabin.Seat.Row3.Pos3.Lumbar","branch","","","false","","","","Lumbar signals","","0f106d06c9f75318b6bde6bfaf49d57d"
"Vehicle.Cabin.Seat.Row3.Pos3.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","f3df008dd99c553c95d636e30d00d0d3"
"Vehicle.Cabin.Seat.Row3.Pos3.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","76141125dffb5d9f83d3346fff3bbfd8"
"Vehicle.Cabin.Seat.Row3.Pos3.SideBolster","branch","","","false","","","","Side bolster settings","","ed26fc41c4105aecb50e34afdff0998f"
"Vehicle.Cabin.Seat.Row3.Pos3.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","766f78815bf559b8888c7b3cdee6ea34"
"Vehicle.Cabin.Seat.Row3.Pos3.HeadRestraint","branch","","","false","","","","Head restraint settings","","34d3424effed58eba6a6181cfda25c8f"
"Vehicle.Cabin.Seat.Row3.Pos3.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","d2d260671f0b524f8701e34919da0b52"
"Vehicle.Cabin.Seat.Row3.Pos3.Airbag","branch","","","false","","","","Airbag signals","","0f9b76e9ffff56b2b52fb1098c4322cb"
"Vehicle.Cabin.Seat.Row3.Pos3.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","409893dd0bc15ffc875528bc88b2e483"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch","branch","","","false","","","","Seat switch signals","","924daa0fd4a15035b681d8899142a6ee"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","d0569a7f83f55f4bb12769094dc74be7"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","18d2dbaf6532528e9440304786948e26"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","803886eeaf9c580ebce193992166f088"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","9fe9b1102df855e581f904493576756a"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","cda5752d664e5632981348705aabcdda"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","2842ea8ab57555f3ba05f09e4ce711ad"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","8c39b5b4942b561da41c993c907c48f4"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","b655a923e37a58c9ab1e9bf1394507cc"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","554a53fe600055e385f6026abe638471"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","b46d7dfa053258f5aa433e933ae9e4f6"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","9f694753a2ef5456b184f7acbeda298e"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","23b3bf6aa366570d9dc20449e9be020f"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","0bb0b5aef78258d7a6c136659ce7c363"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","8a534349f605575ca2cd754f505a4fda"
"Vehicle.Cabin.Seat.Row3.Pos3.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","9058f06dedbb5e11a40812edd51ccc97"
